title,author,pages,genre,description,published_date,publisher,language,average_rating,ratings_count,thumbnail
"The Chronicles of Narnia. The Lion, the Witch and the Wardrobe",C. S. Lewis,121,Literary Collections,"""The Lion, the Witch and the Wardrobe"" is the enchanting first installment in C.S. Lewis's timeless fantasy series, ""The Chronicles of Narnia."" The story unfolds with the discovery of a magical world beyond the back of a wardrobe, where four siblings—Peter, Susan, Edmund, and Lucy Pevensie—stumble upon the wondrous land of Narnia. In Narnia, the land is under the oppressive rule of the White Witch, who has plunged the realm into eternal winter. The arrival of the Pevensie children coincides with...",2023-12-08,Strelbytskyy Multimedia Publishing,en,No rating,0,http://books.google.com/books/content?id=okroEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Chronicles of Narnia - Complete 7 Books in One Edition,C. S. Lewis,802,Fiction,"The Chronicles of Narnia is a series of seven fantasy novels for children and is considered a classic of children's literature. Set in the fictional realm of Narnia, a fantasy world of magic, mythical beasts, and talking animals, the series narrates the adventures of various children who play central roles in the unfolding history of that world. Except in The Horse and His Boy, the protagonists are all children from the real world, magically transported to Narnia, where they are called upon by t...",2023-12-22,DigiCat,en,No rating,0,http://books.google.com/books/content?id=2dTmEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Chronicles of Narnia Part Two,C. S. Lewis,388,Fiction,"The Chronicles of Narnia Part Two: BOOK #5: The Horse and His Boy BOOK #6: The Magician’s Nephew BOOK #7: The Last Battle The Chronicles of Narnia: Journeys to the end of the world, fantastic creatures, and epic battles between good and evil—what more could any reader ask for in one book? The book that has it all is The Lion, the Witch and the Wardrobe, written in 1949 by Clive Staples Lewis. But Lewis did not stop there. Six more books followed, and together they became known as The Chronicles ...",2024-03-12,ببلومانيا للنشر والتوزيع,en,No rating,0,http://books.google.com/books/content?id=zqD6EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Milton, Spenser and The Chronicles of Narnia",Elizabeth Baird Hardy,197,Literary Criticism,"In 1950, Clive Staples Lewis published the first in a series of children's stories that became The Chronicles of Narnia. The now vastly popular Chronicles are a widely known testament to the religious and moral principles that Lewis embraced in his later life. What many readers and viewers do not know about the Chronicles is that a close reading of the seven-book series reveals the strikingly effective influences of literary sources as diverse as George MacDonald's fantastic fiction and the cour...",2014-11-21,McFarland,en,No rating,0,http://books.google.com/books/content?id=4T7u3Lvh9CwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Chronicles of Narnia Vol II: Prince Caspian,C.S.Lewis,178,Juvenile Fiction,"Prince Caspian: The Return to Narnia follows the Pevensie children's second trip to Narnia. They are drawn back by the power of Susan's horn, blown by Prince Caspian. The Prince has fled into the woods to escape his uncle, Miraz, who has usurped the throne. Narnia, as the children knew it, is no more. More than 1,000 years have passed and is now under the control of Wicked King Mirax. Their castle is in ruins, while all Narnians have retreated so far within themselves. Could a desperate gamble b...",2016-08-12,Enrich Spot Limited,en,No rating,0,http://books.google.com/books/content?id=PkUoDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Chronicles of Narnia Vol VII: The Last Battle,C.S.Lewis,170,Juvenile Fiction,"The Last Battle chronicles the end of the world of Narnia. During the last days of Narnia, the land faces its fiercest challenge—not an invader from without but an enemy from within. Lies and treachery have taken root in Narnia. Jill and Eustace return to save Narnia. Together with the King Tirian and a small band of loyal followers, the boys try to prevent the destruction of all they hold dear in this land. This reveals the true Narnia to which the Lion King Aslan brings them.",2016-08-12,Enrich Spot Limited,en,4.5,2,http://books.google.com/books/content?id=1U0oDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Chronicles of Narnia and Philosophy,"Gregory Bassham, Jerry L. Walls, William Irwin",322,Philosophy,"The Chronicles of Narnia series has entertained millions of readers, both children and adults, since the appearance of the first book in 1950. Here, scholars turn the lens of philosophy on these timeless tales. Engagingly written for a lay audience, these essays consider a wealth of topics centered on the ethical, spiritual, mythic, and moral resonances in the adventures of Aslan, the Pevensie children, and the rest of the colorful cast. Do the spectacular events in Narnia give readers a simplis...",2013-11-13,Open Court,en,No rating,0,http://books.google.com/books/content?id=BeccAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Chronicles of Narnia Vol V: The Horse and his Boy,C.S.Lewis,186,Juvenile Fiction,"The Horse and His Boy takes place during the reign of the Pevensies in Narnia, an era which begins and ends in the last chapter of The Lion, the Witch and the Wardrobe. A talking horse called Bree and a young boy named Shasta are the protagonists. By chance, they meet and plan their return to Narnia and freedom.? Though they are only looking to escape their harsh and narrow lives, they soon find themselves at the center of a terrible battle. It is a battle that will decide their fate and the fat...",2016-08-12,Enrich Spot Limited,en,No rating,0,http://books.google.com/books/content?id=n00oDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Chronicles of Narnia Vol IV: The Silver Chair,C.S.Lewis,194,Juvenile Fiction,"The Silver Chair opens with the Great Lion Aslan’s calling of Eustace back to Narnia. Together with his classmate Jill Pole, Eustace is given four signs to search for Prince Rilian, Caspian's son, who has disappeared ten years ago in the journey to avenge his mother's death. The two boys’ mission to find Rilian in Underland face danger and betrayal. But most deadly is they come face-to-face with an evil more beautiful than they ever expected.",2016-08-12,Enrich Spot Limited,en,No rating,0,http://books.google.com/books/content?id=aU0oDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Chronicles of Narnia Vol III: The Voyage of the Dawn Treader,C.S.Lewis,202,Juvenile Fiction,"The Voyage of the Dawn Treader sees Edmund and Lucy, along with their priggish cousin Eustace Scrubb, return to Narnia. Once there, they join Caspian's voyage on the ship to find the seven lords who were banished when Miraz took over the throne.? As they sail toward Aslan's country at the edge of the world, they come face to face with many dangers and wonders, including the place where dreams come true. They discover that their quest is more than they imagined and that the world's end is only th...",2016-08-12,Enrich Spot Limited,en,No rating,0,http://books.google.com/books/content?id=ZU0oDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Chronicles of Narnia: Kursi Perak (The Silver Chair),C.S. Lewis,172,Young Adult Fiction,"Narnia… tanah tempat raksasa merusak… dengan kejahatan yang menimpakan kutukan… dan sihir menjadi penguasa. Melalui bahaya-bahaya luar biasa dan guagua dalam nan gelap, dua sahabat dikirim untuk menyelamatkan seorang pangeran yang tertawan. Tapi misi mereka ke Dunia Bawah membuat mereka berhadapan langsung dengan penyihir yang jauh lebih cantik dan berbahaya daripada yang pernah mereka bayangkan.",2022-06-24,Gramedia Pustaka Utama,id,No rating,0,http://books.google.com/books/content?id=sGd3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Chronicles of Narnia: Kuda dan Anak Manusia (The Horse and His Boy),C.S. Lewis,168,Young Adult Fiction,"Narnia... tanah tempat para kuda bisa bicara... pengkhianatan mengintai... dan takdir menanti. Dalam perjalanan penuh tantangan, empat pelarian bertemu dan bergabung. Meski awalnya hanya berusaha membebaskan diri dari kehidupan yang kejam dan menekan, tak lama kemudian mereka mendapati diri mereka berada di tengahtengah pertempuran dahsyat. Pertempuran yang akan memutuskan bukan hanya nasib mereka, tetapi juga nasib Narnia.",2022-06-24,Gramedia Pustaka Utama,id,No rating,0,http://books.google.com/books/content?id=lmd3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Complete Works of C.S. Lewis - The Chronicles Of Narnia (Complete Collection), The Space Trilogy, Out of the Silent Planet, The Great Divorce, The Screwtape Letters and others",C. S. Lewis,5494,Fiction,"Clive Staples Lewis, better known as C.S. Lewis, was a respected academic, writer, and speaker. While he might be best known for his works of fantasy, especially the Chronicles of Narnia and Space Trilogy series, he also wrote many books on Christian apologetics, including Mere Christianity, Miracles, and The Problem of Pain. While Lewis was a lecturer at Oxford, he became close friends with fellow lecturer J.R.R. Tolkien, future author of The Lord of the Rings trilogy. Both authors participated...",2021-02-01,Strelbytskyy Multimedia Publishing,en,No rating,0,http://books.google.com/books/content?id=31DuDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Chronicles of Narnia: Keponakan Penyihir (The Magician's Nephew),C.S. Lewis,150,Young Adult Fiction,"Narnia… tanah tempat para Hewan yang Bisa Bicara tinggal… tempat sang penyihir menunggu… dan dunia yang baru akan terbentuk. Dalam petualangan untuk menyelamatkan seseorang, dua sahabat dipaksa masuk ke dunia lain, tempat seorang penyihir jahat berniat memperbudak mereka. Tetapi, Aslan Sang Singa menyanyikan lagu yang membuat tanah baru tercipta, tanah yang di kemudian hari dikenal sebagai Narnia. Dan di Narnia, segala hal mungkin terjadi…",2022-06-24,Gramedia Pustaka Utama,id,No rating,0,http://books.google.com/books/content?id=smd3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Chronicles of Narnia: Petualangan Dawn Treader (The Voyage of Dawn Treader),C.S. Lewis,198,Young Adult Fiction,"Narnia… tempat naga terbangun… tempat bintang menjejaki bumi… tempat apa pun bisa terjadi. Seorang raja dan beberapa teman yang tak disangka-sangka memulai pelayaran yang akan membawa mereka ke negeri-negeri tak terjamah. Ketika bergerak kian jauh dan terus menjauh dari perairan yang dikenal, mereka mendapati petualangan ini ternyata lebih luar biasa daripada yang pernah mereka bayangkan. Ujung akhir dunia hanyalah sebuah permulaan.",2022-06-24,Gramedia Pustaka Utama,id,No rating,0,http://books.google.com/books/content?id=vGd3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
THE CHRONICLES OF NARNIA,NARAYAN CHANGDER,54,Juvenile Nonfiction,"If you need a free PDF practice set of this book for your studies, feel free to reach out to me at cbsenet4u@gmail.com, and I'll send you a copy! THE CHRONICLES OF NARNIA MCQ (MULTIPLE CHOICE QUESTIONS) SERVES AS A VALUABLE RESOURCE FOR INDIVIDUALS AIMING TO DEEPEN THEIR UNDERSTANDING OF VARIOUS COMPETITIVE EXAMS, CLASS TESTS, QUIZ COMPETITIONS, AND SIMILAR ASSESSMENTS. WITH ITS EXTENSIVE COLLECTION OF MCQS, THIS BOOK EMPOWERS YOU TO ASSESS YOUR GRASP OF THE SUBJECT MATTER AND YOUR PROFICIENCY L...",2023-11-21,CHANGDER OUTLINE,en,No rating,0,http://books.google.com/books/content?id=gZuLEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"A Christian Teacher’s Guide to the Chronicles of Narnia, Grades 2 - 5",Christin Ditchfield,242,Juvenile Nonfiction,"Have fun with faith using A Christian Teacher's Guide to The Chronicles of Narnia for grades 2–5! This 240-page book teaches the Christian significance of The Chronicles of Narnia series through traditional language arts exercises that emphasize the biblical parallels in C.S. Lewis’ work. The book includes ideas for journals, book reports, debates, just-for-fun puzzles, recipes, and party ideas.",2008-08-28,Carson-Dellosa Publishing,en,No rating,0,http://books.google.com/books/content?id=zvJpAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Chronicles of Narnia,Clive Staples Lewis,68,Children's stories,"Journeys to the end of the world, fantastic creatures and epic battles between good and evil.",1998,In the Hands of a Child,en,4.5,5,http://books.google.com/books/content?id=Sz2_6vTrMBIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Use of Mythological Elements in ""The Chronicles of Narnia"" by C. S. Lewis",Lenka Šerešová,69,Literary Criticism,"Master's Thesis from the year 2017 in the subject English Language and Literature Studies - Literature, grade: 1,8, University of Leipzig (Institute for Anglistics), language: English, abstract: The Chronicles of Narnia attract not only children, but also readers past the childhood age group. The story that takes place within the seven books possesses something that is explained by Lewis ́s favourite childhood author Robert Louis Stevenson as “nameless longings”. According to him, the stories, a...",2017-11-02,GRIN Verlag,en,No rating,0,http://books.google.com/books/content?id=5Ww8DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Christian Popular Culture from The Chronicles of Narnia to Duck Dynasty,Eleanor Hersey Nickel,231,Fiction,"Christian popular culture has tremendous influence on many American churchgoers. When we have a choice between studying the Bible and reading novels, downloading movies, or watching television, we become less familiar with Numbers than with Narnia. This book examines popular Christian narratives with rigorous scholarly methods and assumes that they are just as complex, fascinating, and worthy of investigation as the latest secular Netflix series or dystopian novel. While most scholars focus on t...",2021-05-13,Wipf and Stock Publishers,en,No rating,0,http://books.google.com/books/content?id=EEcvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Alice in Wonderland,Lewis Carroll,102,Juvenile Fiction,"Alice's Adventures in Wonderland is an 1865 English children's novel by Lewis Carroll, a mathematics don at the University of Oxford. It details the story of a girl named Alice who falls through a rabbit hole into a fantasy world of anthropomorphic creatures. It is seen as an example of the literary nonsense genre. The artist John Tenniel provided 42 wood-engraved illustrations for the book.It received positive reviews upon release and is now one of the best-known works of Victorian literature; ...",2024-09-25,Seven Books,en,No rating,0,http://books.google.com/books/content?id=BSYsEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Alice in Wonderland in Film and Popular Culture,Antonio Sanna,327,Performing Arts,"This book examines the many reincarnations of Carroll’s texts, illuminating how the meaning of the original books has been re-negotiated through adaptations, appropriations, and transmediality. The volume is an edited collection of eighteen essays and is divided into three sections that examine the re-interpretations of Alice in Wonderland and Through the Looking-Glass in literature, film, and other media (including the branches of commerce, music videos, videogames, and madness studies). This c...",2022-10-19,Springer Nature,en,No rating,0,http://books.google.com/books/content?id=eiuWEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Alice in Wonderland,"Eva Mason, Lewis Carroll",168,Juvenile Fiction,"An abridged version of the stories that tell of Alice, who falls down a rabbit hole and steps through a mirror, thereby experiencing unusual adventures with a variety of nonsensical characters.",2009,"Sterling Publishing Company, Inc.",en,5,1,http://books.google.com/books/content?id=Dge_RuGdp_QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Alice in Wonderland: A Play for Young Audiences,Alice Gerstenberg,50,Fiction,"Considered the first real dramatization of the ""Alice"" stories, it was produced on Broadway to considerable critical attention and acclaim. All the familiar characters from both ""Alice in Wonderland"" and ""Through the Looking-Glass"" appear in this timeless adaptation by this popular playwright. Lewis Carroll visits Alice one day for tea and thus starts Alice's fascinating adventures as she travels through the looking-glass and steps right into the nonsense stories. Along the way she meets the tim...",2014,Lulu.com,en,No rating,0,http://books.google.com/books/content?id=BVdkBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Alice In Wonderland,"Lewis Carroll, Eduard Jose, Francesc Rovira",32,Unknown Genre,A little girl falls down a rabbit hole and discovers a world of nonsensical and amusing characters.,1938,Sterling Publishers Pvt. Ltd,en,No rating,0,http://books.google.com/books/content?id=xb6szik2KzAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Alice in Wonderland and Philosophy,"William Irwin, Richard Brian Davis",245,Philosophy,"The perfect companion to Lewis Carroll's classic book and director Tim Burton's March 2010 remake of Alice in Wonderland Alice?s Adventures in Wonderland has fascinated children and adults alike for generations. Why does Lewis Carroll introduce us to such oddities as blue caterpillars who smoke hookahs, cats whose grins remain after their heads have faded away, and a White Queen who lives backwards and remembers forwards? Is it all just nonsense? Was Carroll under the influence? This book probes...",2010-01-12,John Wiley & Sons,en,No rating,0,http://books.google.com/books/content?id=NmQiEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Alice in Wonderland,"Lewis Carroll, Retold by Martin Powell",74,Art,"Lewis Carroll's timeless tale of a young girl who falls into a strange, dreamlike world is adapted into a graphic novel.",2010,Raintree,en,No rating,0,http://books.google.com/books/content?id=J26JM5AqYREC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
THE COMPLETE ALICE IN WONDERLAND ADVENTURES (With Original Illustrations),Lewis Carroll,379,Juvenile Fiction,"In ""The Complete Alice in Wonderland Adventures,"" Lewis Carroll weaves a whimsical tapestry of narrative and nonsensical verse that engages readers of all ages with its surreal landscapes and eccentric characters. This definitive collection encompasses both ""Alice's Adventures in Wonderland"" and ""Through the Looking-Glass,"" capturing the essence of Victorian literary escapism. Carroll's inventive use of language, playful puns, and masterful illustrations by John Tenniel create a unique fusion of...",2023-12-21,DigiCat,en,No rating,0,http://books.google.com/books/content?id=xzDnEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Real Story of Alice in Wonderland,Kristen Doherty,35,Drama,"Was Alice really the sweet, innocent little girl the storybooks made her out to be, or was she actually a nasty piece of work? Two Narrators battle as they show the audience contrasting versions of Lewis Carroll's classic story. Comedy One-act. 45-60 minutes 13-30 actors",2024-02-13,Stage Partners,en,No rating,0,http://books.google.com/books/content?id=12n1EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Complete Alice in Wonderland,Unknown Author,184,Comics & Graphic Novels,"Join Alice on her whimsical journey down the rabbit hole! For the first time ever, Lewis Carroll’s beloved masterpiece is faithfully adapted and illustrated in its entirety, including the long-lost chapter, “The Wasp in a Wig!” From her initial meeting with the White Rabbit in Alice’s Adventures in Wonderland, to her final dinner party with the entire (and outrageous) Through the Looking Glass cast, every moment of Alice’s adventures in that astonishing landscape is captured in gorgeous detail. ...",Unknown,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=84HgEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Alice in Wonderland Collection: All Four Books,Lewis Carroll,202,Fiction,"Alice in Wonderland Collection - All Four Books presents the two most famous Alice books - Alice in Wonderland and Alice Through the Looking Glass - as well as the Alice-related fantasy verse The Hunting of the Snark and, for Alice aficionados, a digitized copy of Alice's Adventures Underground, the shorter, original Alice in Wonderland manuscript which Carroll wrote for his friends and family before they encouraged him to expand the book and send it to a publisher.",2017-06-19,Lulu.com,en,No rating,0,http://books.google.com/books/content?id=8XMpDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Alice in Wonderland,"Lewis Carroll, Nik Marcel",630,Education,"ALICE IN WONDERLAND (Alice’s Abenteuer im Wunderland): English & German The dual-language text has been arranged into sentences, sub-paragraphs, and paragraphs, for quick and easy cross-referencing. You can also read the entire book in English or German. The original English edition has been modernised and amended to suit this dual language project. The revised English text is in part a translation from German. The emphasis is on attaining a high correlation between each set of text fragments. T...",Unknown,Nik Marcel,en,No rating,0,http://books.google.com/books/content?id=5I4eBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Alice in Wonderland,Alice Gerstenberg,168,Alice (Fictitious character : Carroll),No description available,1915,Unknown Publisher,en,3.5,4,http://books.google.com/books/content?id=mitCAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Alice in Wonderland Collection,Lewis Carroll,204,Fiction,"Lewis Carroll's Alice in Wonderland books have delighted readers across the globe for over a hundred years. Alice in Wonderland Collection - All Four Books presents the two most famous Alice books - Alice in Wonderland and Alice Through the Looking Glass - as well as the Alice-related fantasy verse The Hunting of the Snark and, for die-hard Alice aficionados, Alice's Adventures Underground, the shorter, original Alice in Wonderland manuscript which Carroll wrote for his friends and family before...",2016-04-07,Lulu.com,en,No rating,0,http://books.google.com/books/content?id=Fx0jDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Alice in Wonderland : Om Illustrated Classics,Lewis Carroll,121,Juvenile Fiction,"Curiouser and curiouser!’ On a hot, sunny day Alice sees a rabbit in a waistcoat and follows it into a large hole. With this, Alice goes spiralling down into a fantastical land of very strange creatures - talking White Rabbit, a Frog-Footman, smiling Cheshire Cat, hookah-smoking Caterpillar, Mad Hatter and, of course, the cruel Queen. A land where Alice can be three inches or nine feet tall with just a gulp of a ‘curious’ drink or a bite of a mushroom; a place where everything and anything is po...",2018-08,Om Books International,en,No rating,0,http://books.google.com/books/content?id=F_rDDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Alice in Wonderland,Jason Pizzarello,49,Drama,"Alice falls down the rabbit hole. Mad tea parties, sarcastic caterpillars, depressed turtles, and one, very, very irrational Queen. Will Alice ever escape this dream-like landscape? Or was she never meant to at all? Drama/Comedy Full-length. 75-85 minutes 10-50 actors, gender flexible",Unknown,Stage Partners,en,No rating,0,http://books.google.com/books/content?id=je5qEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
VC_AC3-Alice in Wonderland-SM-Gen,Saraswati Experts,96,Education,VC_AC3-Alice in Wonderland-SM-Gen,Unknown,New Saraswati House India Pvt Ltd,en,No rating,0,http://books.google.com/books/content?id=JfPwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Alice in Wonderland (Ingles-Español),Lewis Carroll,293,Foreign Language Study,"Libro bilingüe para aprender inglés En las ediciones de bilibook, el texto se muestra alternativamente frase por frase en ambos idiomas. Además, vienen marcadas las palabras difíciles para las puedas encontrar rápidamente en el texto traducido. Este sistema te ayuda a mantener un flujo de lectura cómodo. No tienes que leer toda la traducción para encontrar el significado de una palabra. El contenido del libro: «Alicia en el país de las maravillas» es una famosa novela del escritor británico Lewi...",1972,bilibook.com,es,No rating,0,http://books.google.com/books/content?id=sK22DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Frankenstein,Mary Shelley,180,Fiction,The story of Victor Frankenstein's monstrous creation and the havoc it caused has enthralled generations of readers and inspired countless writers of horror and suspense. With the author's own 1831 introduction.,2013-12-03,Courier Corporation,en,No rating,0,http://books.google.com/books/content?id=9xHCAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Frankenstein, Creation, and Monstrosity",Stephen Bann,228,Literary Collections,Deals with the place of the monster in Western,1994,Reaktion Books,en,No rating,0,http://books.google.com/books/content?id=WJuVqqJ87C4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Frankenstein,Mary W. Shelley,212,Fiction,Originally written as a response to a challenge from Lord Byron? Frankenstein still haunts our minds with images of the dead brought back to hideous life. Mary Shelley's nineteenth-century masterpiece begins with a fateful rescue in the Arctic and slowly evolves into a gripping story of horror'a contest of wills between Victor Frankenstein and the monster he creates. Wandering through Europe? the confused creature searches for a father figure in the tortured scientist who stitched him together w...,2005-12,Prestwick House Inc,en,No rating,0,http://books.google.com/books/content?id=ExUHFNOmIIYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Frankenstein; Or, The Modern Prometheus",Mary Wollstonecraft Shelley,194,Fiction,"In ""Frankenstein; Or, The Modern Prometheus,"" Mary Wollstonecraft Shelley constructs a haunting narrative that explores the complexities of creation, ambition, and the nature of humanity. Written in the early 19th century and emerging from the Romantic literary tradition, this seminal work intertwines Gothic elements with philosophical inquiry. Shelley's eloquent prose, coupled with her innovative narrative structure featuring multiple perspectives, invites readers into a world fraught with ethi...",2022-09-15,DigiCat,en,No rating,0,http://books.google.com/books/content?id=JbqKEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Story of Frankenstein,Mary Shelley,99,Juvenile Fiction,The horror classic about a gifted inventor whose experiment with creating new life goes horribly wrong. Abridged for young readers. 22 illustrations by Thea Kliros.,2012-04-30,Courier Corporation,en,No rating,0,http://books.google.com/books/content?id=pQLCAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Frankenstein,David Higgins,121,Literary Criticism,"Designed for first year students, this innovative guide builds on the usual knowledge base of students beginning literary study in HE by focusing on the familiar characters in Mary Shelley's classic novel, but introducing more sophisticated analysis.",2008-04-21,A&C Black,en,No rating,0,http://books.google.com/books/content?id=VpDUAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Frankenstein - Spotlight Edition,Mary Wollstonecraft Shelley,220,Education,"Prestwick House is proud to offer our Spotlight Editions? ? thoughtful, intelligent adaptations of some of the world's greatest literature. Each Spotlight -Edition? maintains the rich integrity of the original work while adapting the language to be more accessible to the average high school student.In addition to providing a more readable text, Prestwick House Spotlight Editions? are enhanced, providing your students with? thoughtful guided reading questions and margin notes to help students -na...",2006,Prestwick House Inc,en,No rating,0,http://books.google.com/books/content?id=4bfx79pY7a4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Frankenstein,Kris Hirschmann,80,Monsters in literature,"The monster known as Frankenstein has been haunting humankind's nightmares for nearly 200 years. This book takes readers on a journey through this creature's horrifying history. From his literary birth in 1818 to his reanimation in countless movies, plays, TV shows, novelizations, and various pop-culture phenomena, author Mary Shelley's creation has proved his continuing ability to appall and entertain the public. In the process, he has earned a spot on any list of historyÃ*s most notorious mons...",2011-08,Capstone,en,No rating,0,http://books.google.com/books/content?id=vgpJZlbEXg8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Frankenstein (The Original 1818 'Uncensored' Edition of the Science Fiction Classic),Mary Shelley,185,Fiction,"This carefully crafted ebook: “Frankenstein (The Original 1818 'Uncensored' Edition of the Science Fiction Classic)” is formatted for your eReader with a functional and detailed table of contents. Frankenstein; or, The Modern Prometheus is the original 1818 'Uncensored' Edition of Frankenstein as first published anonymously in 1818. This original version is much more true to the spirit of the author's original intentions than the heavily revised 1831 edition, edited by Shelley, in part, because ...",2016-02-03,e-artnow (Open Publishing),en,4,1,http://books.google.com/books/content?id=B7aCCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Frankenstein,Mary Wollstonecraft Shelley,272,Fiction,"The California edition of the Pennyroyal Press Frankenstein unites the dark side of Barry Moser's art with the classic 1818 text of Mary Shelley's tale of moral transfiguration. In a vivid sequence of woodcuts, the reader witnesses the birth of the ""monster"" as Moser shapes him from darkness and gives him a form simultaneously ghastly in its malice and transfixing in its suffering.",1994-09-06,Univ of California Press,en,No rating,0,http://books.google.com/books/content?id=WaQwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Frankenstein,Harold Bloom,279,Creation in literature,Presents a collection of writings exploring the characters from Mary Shelley's Frankenstein.,2009,Infobase Publishing,en,No rating,0,http://books.google.com/books/content?id=x3u9fsQGkc8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Frankenstein (The Original 1818 'Uncensored' Edition),Mary Shelley,236,Fiction,"Mary Shelley's 'Frankenstein' (The Original 1818 'Uncensored' Edition) is a groundbreaking work of gothic fiction that delves into the consequences of unchecked scientific ambition and the complexities of human nature. Written in an epistolary style, the novel explores themes of alienation, societal rejection, and the blurred lines between creator and creation. Shelley's vivid descriptions of the Swiss Alps and the desolate Arctic landscape add a sense of foreboding and unease to the narrative, ...",2023-12-19,Good Press,en,No rating,0,http://books.google.com/books/content?id=kSbmEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
FRANKENSTEIN (The Original 1818 Edition),Mary Shelley,237,Fiction,"In ""Frankenstein: The Original 1818 Edition,"" Mary Shelley delivers a groundbreaking exploration of the human condition, the interplay between creator and creation, and the ethical implications of scientific ambition. Written in a rich, Gothic style that intertwines vivid imagery and philosophical introspection, the novel is acclaimed as one of the earliest works of science fiction. Set against the backdrop of the Industrial Revolution, it encapsulates the anxieties of an era grappling with rapi...",2023-11-28,Good Press,en,No rating,0,http://books.google.com/books/content?id=szTmEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
